SHIP'S NAME,COUNTRY,DWT,LBP,B,D,d,Air_d,Vs,L/B,L/D,B/D,B/d,L/d,d/D,Fn
Reliance,Singapore,4118,73.30000305,14.53999996,7,5.847000122,1.152999878,5.4012,5.041265698,10.47142901,2.077142851,2.486745281,12.53634368,0.835285732,0.201420541
Bruce Park,Denmark,13940,124,20.42000008,11.19999981,8.779999733,2.420000077,6.9444,6.072477939,11.07142876,1.823214324,2.325740399,14.12300726,0.783928561,0.199108308
Stolt Gannet,Netherlands,7930,105.0999985,18.03000069,9.5,7.5,2,7.407359805,5.829173293,11.06315774,1.897894809,2.404000092,14.01333313,0.789473684,0.230689369
Aro Forest,Korea (South),5437,93.05999756,15.82499981,7.849999905,6.31400013,1.535999775,6.378559805,5.880568637,11.8547769,2.015923567,2.506335047,14.73867527,0.804331236,0.211108933
Han Yang,Korea (South),2588,75.30000305,12.39999962,6.400000095,5.311999798,1.088000297,7.2016,6.072581077,11.7656253,1.937499912,2.334337367,14.17545292,0.829999956,0.264970176
Kobe Pioneer,Korea (South),2497,67.80999756,12,6.199999809,5.400000095,0.799999714,5.9156,5.65083313,10.93709672,1.935483931,2.222222183,12.55740673,0.870967784,0.229359869
Somnium,Netherlands,4000,108,11.39999962,5.300000191,3.200000048,2.100000143,5.6584,9.473684526,20.37735776,2.150943247,3.562499828,33.74999949,0.603773572,0.173839019
Meridian Vega,Malaysia,6500,98.69999695,16.79999924,8.300000191,6.679999828,1.620000363,5.9156,5.875000084,11.89156562,2.024096247,2.514970011,14.77544903,0.804819238,0.190110335
Varg Star,Liberia,68157,228,32.63999939,18,13.61999989,4.38000011,6.9444,6.985294248,12.66666667,1.813333299,2.396475745,16.74008824,0.756666661,0.146836087
Iris I,Singapore,3685,80,13.60000038,6.800000191,5.793000221,1.00699997,5.144,5.882352777,11.76470555,2,2.347660946,13.80976989,0.851911773,0.183620626
Spring Zephyr,Panama,1230,60.40000153,10,4.5,4.199999809,0.300000191,5.6584,6.040000153,13.42222256,2.222222222,2.380952489,14.3809534,0.933333291,0.23245595
Kyrnikos,Liberia,9304,108,18.62000084,9.550000191,7.626999855,1.923000336,7.2016,5.800214561,11.3089003,1.949738269,2.441327022,14.16022054,0.798638712,0.221249661
Ryozan Maru,Japan,1232,60,10,4.5,4.193999767,0.306000233,5.4012,6,13.33333333,2.222222222,2.38435874,14.30615244,0.931999948,0.222628177
Kosei Maru,Japan,1969,72,11.5,5.25,4.739999771,0.510000229,5.555520098,6.260869565,13.71428571,2.19047619,2.426160455,15.18987415,0.902857099,0.209037389
Hakuryo Maru No. 2,Japan,1104,60,10,4.5,3.959000111,0.540999889,5.144,6,13.33333333,2.222222222,2.525890306,15.15534183,0.879777802,0.212026835
Viet Gas,Vietnam,1601,72,12.60000038,5.5,4.462999821,1.037000179,6.1728,5.714285542,13.09090909,2.29090916,2.823213284,16.13264685,0.811454513,0.232263761
Attahaddi,Libya,4392,92,15.80000019,7.5,5.862999916,1.637000084,6.532879902,5.82278474,12.26666667,2.106666692,2.694866181,15.69162567,0.781733322,0.217458434
V. L. 8,Thailand,5357,98,15.40400028,7.5,6.415999889,1.084000111,7.2016,6.361983785,13.06666667,2.053866704,2.400872903,15.27431448,0.855466652,0.232263761
Meisho Maru No. 28,Japan,1869,70,11.19999981,5.099999905,4.662000179,0.437999726,5.967040195,6.250000106,13.72549045,2.196078435,2.402402269,15.01501444,0.914117699,0.227706506
Pernas Butane,Malaysia,2213,79.5,14.19999981,6.400000095,4.625999928,1.774000167,6.1728,5.598591624,12.42187482,2.218749937,3.069606578,17.18547368,0.722812478,0.221036573
Kinkai Maru,Japan,4999,97,15.19999981,7.590000153,6.521999836,1.068000317,7.2016,6.381579027,12.77997339,2.002634981,2.330573473,14.8727388,0.859288499,0.233457927
Eishin Maru No. 12,Japan,4993,97.5,15.19999981,7.800000191,6.369999886,1.430000305,6.995840195,6.414473764,12.49999969,1.948717877,2.386185256,15.30612272,0.816666632,0.226205452
Taisei Maru No. 32,Japan,1322,60.5,10.80000019,5.199999809,4.249000072,0.950999737,5.9156,5.601851753,11.63461581,2.07692319,2.541774537,14.23864415,0.817115428,0.242821205
Ryoka Maru,Japan,1715,68,11.22000027,5,4.65500021,0.34499979,6.327120098,6.060605915,13.6,2.244000054,2.410311442,14.60794778,0.931000042,0.244972378
Bos Fortune,Philippines,3690,84.5,14,7,5.802000046,1.197999954,6.1728,6.035714286,12.07142857,2,2.412961029,14.56394335,0.828857149,0.214397318
Nautica Kluang,Malaysia,3298,79.19999695,13.19999981,6.400000095,5.278999805,1.12100029,6.1728,5.999999855,12.37499934,2.06249994,2.500473631,15.00284142,0.824843707,0.221454811
Picnic 2,Thailand,973,65.09999847,12.19999981,5.199999809,4,1.199999809,5.144,5.336065531,12.51923093,2.346153896,3.049999953,16.27499962,0.769230797,0.203552278
Shinko Maru No. 23,Japan,1056,62,10.02000046,4.5,3.812000036,0.687999964,5.298320098,6.187624466,13.77777778,2.226666769,2.628541544,16.26442797,0.847111119,0.214836389
Asean Link,Singapore,1230,46.18000031,12,4.300000191,3.809999943,0.490000248,4.6296,3.848333359,10.73953448,2.79069755,3.149606346,12.12073517,0.886046459,0.217511388
Kunti,Singapore,3984,85,18.02000046,6,4.980000019,1.019999981,6.378559805,4.716981012,14.16666667,3.00333341,3.618473974,17.06827303,0.830000003,0.220891328
Daikaku Maru,Japan,4999,95.80000305,15.02000046,7.5,6.395999908,1.104000092,6.841520098,6.378162458,12.77333374,2.002666728,2.34834282,14.97811201,0.852799988,0.223169758
Dilesi,Panama,9268,108,18.62000084,9.550000191,7.626999855,1.923000336,7.2016,5.800214561,11.3089003,1.949738269,2.441327022,14.16022054,0.798638712,0.221249661
Shosei Maru,Japan,1612,64,11.88000011,5.199999809,4.421999931,0.777999878,6.1728,5.387205337,12.30769276,2.28461549,2.686567231,14.47308933,0.850384633,0.246352921
Shunyo Maru No. 8,Japan,999,54.5,9.668000221,4.300000191,4.06099987,0.239000321,5.4012,5.637153367,12.67441804,2.248372045,2.380694541,13.42034025,0.944418532,0.233591752
Eisei Maru,Japan,2727,72,12.60000038,5.599999905,5.265999794,0.334000111,5.864159805,5.714285542,12.85714308,2.250000106,2.392708103,13.67261732,0.940357122,0.220650566
Atlantic Ocean,Singapore,2892,85,12.60000038,6.599999905,5.684999943,0.914999962,7.047279902,6.746031543,12.87878806,1.909090994,2.216358928,14.95162724,0.86136364,0.244049293
Mitoyo Maru,Japan,4975,97,15.19999981,7.590000153,6.43599987,1.154000283,7.150159805,6.381579027,12.77997339,2.002634981,2.361715369,15.07147327,0.847957805,0.231790364
Adventure,Singapore,445,28.25,8,4.199999809,3.582999945,0.616999864,4.6296,3.53125,6.726190782,1.904761991,2.232765873,7.884454489,0.853095264,0.2780992
Ocean Pride,Singapore,3897,74,14.60000038,7,5.872000217,1.127999783,5.606959805,5.068493019,10.57142857,2.08571434,2.486375995,12.60217937,0.838857174,0.208102395
Urinj,Virgin Islands (British),3096,80.30999756,12.80000019,6.400000095,5.714000225,0.68599987,6.43,6.274218466,12.54843693,2,2.240111951,14.05495177,0.892812522,0.229082368
Grace,Singapore,755,49.79999924,9.300000191,4,3.561000109,0.438999891,5.4012,5.354838518,12.44999981,2.325000048,2.611625921,13.98483508,0.890250027,0.244366173
Hou Sen Maru,Japan,1245,66.80000305,12.5,5.599999905,4.342999935,1.25699997,6.43,5.344000244,11.92857218,2.232142895,2.878194839,15.38107392,0.775535716,0.251181835
Shoyu Maru No. 8,Japan,4995,87,14.5,7.300000191,6.467000008,0.833000183,7.047279902,6,11.91780791,1.986301318,2.242152464,13.45291478,0.885890389,0.241227819
Geinan,Japan,1258,60.29999924,10,4.5,4.291999817,0.208000183,4.938240196,6.029999924,13.39999983,2.222222222,2.329916222,14.04939464,0.953777737,0.203038807
Southern Tiger,Panama,9324,108,18.39999962,9.800000191,7.914000034,1.886000157,6.6872,5.869565339,11.02040795,1.877550945,2.324993624,13.64670199,0.807551008,0.205446114
Takashio Maru,Japan,2999,80.09999847,13.22399998,6.599999905,5.789999962,0.809999943,6.6872,6.057168677,12.13636358,2.003636389,2.283937835,13.83419672,0.877272734,0.238557764
Wulansari,Singapore,11055,114,18.32999992,10.69999981,8.534000397,2.165999413,6.9444,6.219312629,10.6542058,1.713084135,2.147878963,13.35833076,0.797570145,0.207657585
Hai Soon 26,Singapore,4998,97.59999847,15.19999981,7.5,6.592999935,0.907000065,7.2016,6.421052611,13.01333313,2.026666641,2.305475498,14.80357947,0.879066658,0.232739226
Yutoku Maru,Japan,1390,67,12.52600002,5.599999905,4.368000031,1.231999874,5.9156,5.348874333,11.96428592,2.236785756,2.867673977,15.33882773,0.780000019,0.230742129
Marine Coco,Singapore,1760,69.94999695,11.52000046,5.199999809,4.370999813,0.828999996,6.1728,6.072048104,13.45192298,2.215384785,2.635552723,16.00320292,0.840576918,0.235642625
Naniwa Maru No. 1,Japan,4999,97.5,15.22000027,7.980000019,6.886000156,1.093999863,6.790079902,6.406044564,12.21804508,1.9072682,2.21028172,14.1591632,0.862907286,0.219552342
Han Gil,Korea (South),3854,79.55000305,14,6.599999905,5.914000034,0.685999871,7.304479902,5.682143075,12.05303094,2.121212152,2.367264105,13.45113334,0.896060624,0.261477723
Hai Gong You 28,China,1212,62,10.60000038,4.699999809,4.099999905,0.599999904,5.6584,5.849056394,13.1914899,2.255319321,2.585366006,15.12195157,0.872340441,0.229436916
Excellence,Singapore,445,28.25,8,4.199999809,3.582999945,0.616999864,4.6296,3.53125,6.726190782,1.904761991,2.232765873,7.884454489,0.853095264,0.2780992
Eastern Success,Singapore,3268,82.22000122,13.02000046,6.5,5.887000084,0.612999916,6.635759805,6.314900024,12.64923096,2.003076994,2.211652841,13.96636658,0.905692321,0.233650876
Fair Deal,Singapore,4997,95.80000305,15.02000046,7.5,6.386000156,1.113999844,6.841520098,6.378162458,12.77333374,2.002666728,2.352020058,15.00156604,0.851466687,0.223169758
Double Joy,Singapore,5233,98.5,15.22000027,7.550000191,6.433000088,1.117000103,7.2016,6.471747586,13.04635729,2.015894024,2.365925705,15.31167397,0.85205297,0.231673509
Matsu Maru No. 5,Japan,4999,98,15.38000011,7.5,6.165999889,1.334000111,7.047279902,6.371911528,13.06666667,2.050666681,2.494323773,15.89361041,0.822133319,0.227286677
Naniwa Maru No. 5,Japan,4999,97.5,15.19999981,7.980000019,6.77699995,1.203000069,6.790079902,6.414473764,12.21804508,1.904761876,2.242880319,14.38689696,0.849248112,0.219552342
Naniwa Maru No. 3,Japan,4999,96,15.61999989,7.800000191,6.480999947,1.319000244,6.9444,6.145966753,12.30769201,2.002564039,2.410121898,14.81252905,0.830897409,0.226289607
Lucky 7,Korea (South),7902,104.0400009,18.62000084,8.600000381,6.934999943,1.665000438,6.532879902,5.587540076,12.09767399,2.165116281,2.68493165,15.00216319,0.806395306,0.204489022
Ocean Regent,Singapore,4087,73.44000244,14.53999996,7.190000057,5.925000191,1.264999866,5.041120098,5.050894267,10.21418663,2.022253108,2.454008353,12.39493672,0.824061216,0.187813237
Dragon Ace No 9,Korea (South),3498,78,14,6.699999809,5.671000004,1.028999805,7.098720098,5.571428571,11.64179138,2.089552298,2.468700404,13.75418796,0.846417935,0.256624577
Sinar Bontang,Singapore,3785,78.30000305,14,6.699999809,5.912000179,0.78799963,6.6872,5.592857361,11.68656795,2.089552298,2.368064881,13.2442491,0.882388112,0.241284219
Mmm Dayton,Philippines,3721,75,14,6.5,5.781000137,0.718999863,7.098720098,5.357142857,11.53846154,2.153846154,2.421726288,12.97353368,0.889384636,0.261706746
Ngos One,Singapore,774,49.79999924,9.017999649,4,3.630000114,0.369999886,5.4012,5.522288886,12.44999981,2.254499912,2.484297346,13.71900762,0.907500029,0.244366173
Miguel Malvar,Philippines,4320,85,14,6.599999905,5.960000038,0.639999867,7.664559805,6.071428571,12.87878806,2.121212152,2.348993274,14.26174488,0.903030322,0.265425871
C Frontier,Korea (South),3760,78.59999847,14,6.599999905,5.887000084,0.712999821,6.1728,5.614285605,11.90909085,2.121212152,2.37812125,13.3514519,0.891969723,0.222298449
Doo Yong,Korea (South),1327,54,9.600000381,4.699999809,4.459000111,0.240999698,6.43,5.624999777,11.48936217,2.042553356,2.152949124,12.11033834,0.948723466,0.279369885
Lages,Brazil,29995,165,27.5,14.30000019,9.699999809,4.600000381,7.2016,6,11.53846139,1.923076898,2.835051602,17.01030961,0.678321656,0.178999789
Potengi,Brazil,55067,208,32.23600006,18,12.11999989,5.88000011,7.150159805,6.452413439,11.55555556,1.790888892,2.659736003,17.16171633,0.673333327,0.158288578
John Ericsson,United States,30412,198.1199951,29.71999931,15.39000034,10.97299957,4.41700077,9.2592,6.666218025,12.87329374,1.931124019,2.708466279,18.05522673,0.712995408,0.210026844
Tirumalai,India,30800,165,31.29999924,13.19999981,9.119999886,4.079999924,7.716,5.271565623,12.50000018,2.371212098,3.432017503,18.09210549,0.690909092,0.191785489
Da Qing 92,China,68600,217,32.20000076,19.60000038,12.69999981,6.90000057,7.716,6.739130276,11.07142836,1.64285715,2.535433169,17.08661443,0.647959161,0.167235259
He Zhou,China,4954,94.12999725,16.39999962,8.600000381,7.199999809,1.400000572,7.2016,5.739634112,10.94534803,1.906976616,2.277777785,13.07361108,0.837209243,0.236990244
Northwest Shearwater,Bermuda,66802,259,47.27999878,26.5,11.3739996,15.1260004,9.5164,5.478003525,9.773584906,1.784150897,4.156848993,22.77123344,0.429207532,0.18879405
Battery Park,Denmark,15037,131,21.0340004,11.85000038,9.270000458,2.579999922,6.6872,6.228011672,11.05485197,1.775021074,2.269039845,14.13160664,0.782278495,0.18654094
Bunga Tanjung,Malaysia,29980,163,26.04000092,15.19999981,11.01500034,4.18499947,7.4588,6.259600393,10.72368434,1.713157977,2.364049035,14.79800227,0.724671084,0.186526549
Ew Harting,Marshall Islands,29999,161.8200073,25.35000038,14.47999954,10.88000011,3.59999943,7.2016,6.383432145,11.17541522,1.75069069,2.329963247,14.87316229,0.751381247,0.180750032
Henfield,Marshall Islands,29999,161.7799988,25.33200073,14.4829998,10.85000038,3.63299942,7.2016,6.386388526,11.17033771,1.749085209,2.334746529,14.91059845,0.749154217,0.180772381
Kanawha,United States,30412,197.6100006,29.63999939,15.23999977,10.97299957,4.2670002,10.288,6.667004206,12.96653567,1.944881879,2.701175663,18.00874951,0.720013106,0.2336641
Diamond Star,Madeira,3444,82.01999664,14.64999962,7.21999979,6.199999809,1.019999981,6.6872,5.598634728,11.36011067,2.029085879,2.362903237,13.22903212,0.85872576,0.235749041
Norte,Greece,40077,169,32.02999878,15.10000038,11.22999954,3.87000084,7.355920098,5.276303666,11.1920527,2.121191919,2.852181664,15.04897657,0.74370856,0.180658811
Pointe Du Sablon,France,4470,80.40000153,15.22000027,8.800000191,6.449999809,2.350000382,6.1728,5.282523003,9.136363612,1.729545448,2.359690034,12.46511689,0.732954508,0.219795944
Almirante Gastao Motta,Brazil,6180,128,19,10.39999962,7.5,2.89999962,10.5452,6.736842105,12.30769276,1.826923144,2.533333333,17.06666667,0.721153873,0.297587944
Butron,Madeira,147067,265,43.24000168,23.79999924,15.72399998,8.07599926,7.047279902,6.128584406,11.13445414,1.816806851,2.749936513,16.85321803,0.660672289,0.138217833
Vergina II,Cyprus,96709,236,41.59999847,19.20000076,13.72999954,5.47000122,7.355920098,5.673077132,12.29166618,2.166666501,3.029861607,17.18863859,0.715104114,0.15287853
Promise,Singapore,111587,238,42.50999832,20.70000076,15.5010004,5.19900036,7.2016,5.598682884,11.49758412,2.053623032,2.742403537,15.35384774,0.748840572,0.149041088
Brasa,Malta,40395,168.5399933,32.02000046,15.07999992,11.19999981,3.88000011,7.2016,5.263584974,11.17639219,2.123342217,2.858928661,15.04821394,0.742705562,0.177109968
Ocean Jewel,Singapore,147143,265,43.20000076,23.79999924,16.37100029,7.42899895,7.716,6.134259151,11.13445414,1.81512614,2.638812534,16.18715994,0.687857177,0.151333396
Cristallo,Italy,8091,114.4000015,17.39999962,9,7.118999958,1.881000042,7.2016,6.574712873,12.71111128,1.933333291,2.444163467,16.06967301,0.790999995,0.214971792
Polar Belgica,Panama,12240,120,20.03700066,12.39999962,9.399999619,3.000000001,8.2304,5.9889203,9.677419651,1.6158872,2.131595901,12.76595796,0.758064509,0.239880981
Euro Swan,Denmark,15002,129,23,11.80000019,8.406000137,3.394000053,7.355920098,5.608695652,10.93220321,1.949152511,2.736140807,15.34618105,0.712372881,0.206779578
Flamenco,Norway,45998,173,32.23199844,17.79999924,12.25,5.54999924,7.4588,5.367337068,9.719101539,1.810786507,2.631183546,14.12244898,0.688202277,0.181055369
Fandango,Norway,45998,173,32.20000076,17.79999924,12.25,5.54999924,7.2016,5.372670681,9.719101539,1.808988884,2.628571491,14.12244898,0.688202277,0.17481208
Patagoniagas,Panama,16139,148.8200073,21.31999969,13.92000008,9.762000084,4.157999996,7.716,6.980300632,10.69109242,1.531609164,2.183978642,15.2448275,0.701293105,0.201942187
Maersk Scotland,Venezuela,16263,148.8000031,21.29999924,13.89999962,9.800000191,4.099999429,7.716,6.985915888,10.70503649,1.532374088,2.173469268,15.18367349,0.705036004,0.20195576
Niels Maersk,Denmark,16259,148.8000031,21.29999924,13.89999962,9.800000191,4.099999429,7.716,6.985915888,10.70503649,1.532374088,2.173469268,15.18367349,0.705036004,0.20195576
Rowan,Bahamas,44646,174.3999939,30.03000069,17,10.86999989,6.13000011,7.613120098,5.807525471,10.25882317,1.766470629,2.762649585,16.04415783,0.639411758,0.184058104
Star Hero,Malta,154448,283,46.04000092,22.54999924,16.52499962,6.02499962,6.1728,6.146828722,12.54988956,2.041685254,2.786081814,17.12556772,0.732815972,0.117153289
Helice,Norway,44995,193.6000061,32.34000015,20,12.22000027,7.77999973,8.2304,5.986394719,9.680000305,1.617000008,2.646481132,15.84288067,0.611000014,0.188857291
Havfrost,Norway,44995,193.6000061,32.34000015,20,12.22000027,7.77999973,8.127520098,5.986394719,9.680000305,1.617000008,2.646481132,15.84288067,0.611000014,0.186496577
Argosy,Marshall Islands,41035,169,30.82999992,17,11.5,5.5,7.2016,5.481673709,9.941176471,1.813529407,2.680869558,14.69565217,0.676470588,0.176868763
Bunga Siantan,Malaysia,16924,133,22.39999962,11.80000019,9.116999626,2.683000564,6.9444,5.937500101,11.27118626,1.898305022,2.456948617,14.58813266,0.772627075,0.192253566
Berceo,Denmark,4380,95.99500275,15.13000011,9.949999809,6.100999832,3.848999977,6.9444,6.34467958,9.647739155,1.520603055,2.479921411,15.73430674,0.613165824,0.226295497
Gas Courchevel,Marshall Islands,4380,95.36000061,15.10000038,9.960000038,6.099999905,3.860000133,6.9444,6.31523167,9.574297213,1.516064289,2.475409937,15.63278723,0.612449787,0.227047698
Montana Blue,Norway,40077,169,32.02999878,15.10000038,11.24499989,3.85500049,7.355920098,5.276303666,11.1920527,2.121191919,2.848376976,15.02890188,0.744701961,0.180658811
Marianne Theresa,Denmark,3232,78.43000031,13.72000027,6.599999905,5.46999979,1.130000115,5.6584,5.716472213,11.88333355,2.07878795,2.508226837,14.33820902,0.828787859,0.2039943
Helle Wonsild,Denmark,3232,78.42900085,13.72000027,6.599999905,5.460000038,1.139999867,5.812720098,5.716399366,11.88318212,2.07878795,2.512820545,14.36428577,0.827272745,0.20955912
Maharshi Krishnatreya,India,27250,173.3999939,27.43000031,18,10.44299984,7.55700016,8.4876,6.321545459,9.633332994,1.523888906,2.626639924,16.60442369,0.580166658,0.205790755
Maharshi Bhavatreya,Singapore,25999,173.3999939,27.43000031,18,10.14400005,7.85599995,8.899119609,6.321545459,9.633332994,1.523888906,2.704061531,17.09384789,0.563555558,0.21576848
Neptunus,Sweden,7035,94.44000244,17.11000061,10.92000008,7.099999905,3.820000175,6.1728,5.519579139,8.648351808,1.566849861,2.409859273,13.30140897,0.650183137,0.20280082
Nautilus,Sweden,7030,94.44000244,17.11000061,10.92000008,7.099999905,3.820000175,6.43,5.519579139,8.648351808,1.566849861,2.409859273,13.30140897,0.650183137,0.211250855
Nimbus,Sweden,7070,94.44000244,17.11000061,10.92000008,7.099999905,3.820000175,6.1728,5.519579139,8.648351808,1.566849861,2.409859273,13.30140897,0.650183137,0.20280082
Badraini,Singapore,111777,238,42.50999832,20.70000076,15.52400017,5.17600059,7.2016,5.598682884,11.49758412,2.053623032,2.738340496,15.33110006,0.749951671,0.149041088
Dragon Ace No 5,Korea (South),3551,79,14,6.599999905,5.914000034,0.685999871,7.304479902,5.642857143,11.96969714,2.121212152,2.367264105,13.35813317,0.896060624,0.262386357
Lanka Marine Kelani,Sri Lanka,1149,55.20000076,10,4.449999809,4.011000156,0.438999653,6.790079902,5.520000076,12.40449509,2.247191108,2.493143757,13.76215373,0.901348388,0.291790292
Kyokuho Maru,Japan,1499,65,11.19999981,5.300000191,4.349999905,0.950000286,5.761279902,5.803571527,12.2641505,2.113207435,2.574712656,14.94252906,0.820754669,0.228153846
Arowana Rangers,Malaysia,1394,62,10.39999962,4.800000191,3.707000017,1.093000174,5.246879902,5.961538679,12.91666615,2.166666501,2.805502987,16.72511457,0.772291639,0.212750591
Carbon Dragon,Panama,3884,89.80999756,14,6.5,5.686999798,0.813000202,5.6584,6.414999826,13.8169227,2.153846154,2.461754967,15.79215768,0.874923046,0.190632437
JO Aspen,Netherlands,12637,126.4000015,21.28000069,10.44999981,8.001999855,2.447999955,7.4588,5.939849502,12.09569414,2.036363739,2.659335301,15.79605146,0.765741627,0.211817052
Gaetano D'alesio,Italy,99320,230,41.20000076,21,14.41899967,6.58100033,7.304479902,5.582524169,10.95238095,1.961904798,2.857341126,15.9511759,0.686619032,0.15377682
Yahiko Maru,Japan,259490,315,59.04000092,29.70000076,19.62199974,10.07800102,7.767440195,5.335365771,10.60606033,1.987878768,3.008867684,16.05340965,0.660673375,0.13972951
Front Vanadis,Singapore,285873,315,57.20000076,30.39999962,20.18000031,10.21999931,7.2016,5.506992934,10.36184223,1.881578996,2.834489588,15.60951413,0.663815808,0.129550536
Nile,Hong Kong,285739,317.1279907,57.23799896,30.39999962,20.8239994,9.57600022,7.716,5.540514981,10.43184193,1.882828937,2.748655427,15.22896657,0.684999989,0.138337661
Starway,Liberia,155103,261.0400085,50,25.12999916,16.79000092,8.33999824,8.2304,5.22080017,10.38758525,1.989653867,2.97796291,15.54734927,0.668125805,0.162642073
Skyway,Liberia,155150,261.019989,50.04000092,25.10000038,16.79000092,8.30999946,7.716,5.216226703,10.39920259,1.993625504,2.980345335,15.54615692,0.668924329,0.152482791
Front Granite,Bahamas,142031,260,44.54000092,24.22800064,16.62000084,7.6079998,7.2016,5.837449363,10.73138489,1.838368819,2.67990365,15.64380186,0.685983177,0.142596156
Nanga Parbat,India,17601,153.5,25.93000031,15.39999962,8.31400013,7.08599949,7.716,5.919783963,9.967532713,1.683766295,3.118835687,18.46283349,0.539870152,0.198839895
Annapurna,India,17562,153.5,26.14999962,15.39999962,8.31400013,7.08599949,7.716,5.869980965,9.967532713,1.698051965,3.145296994,18.46283349,0.539870152,0.198839895
Sapphire Star,Italy,8550,110.4400024,19.5,11.5,8.600000381,2.899999619,7.716,5.663589867,9.60347847,1.695652174,2.26744176,12.84186018,0.74782612,0.234419919
Agios Nikolaos III,Malta,281751,315,57.04000092,30.79999924,21.03300095,9.76699829,7.2016,5.522440304,10.22727298,1.851948128,2.711928795,14.97646488,0.682889658,0.129550536
Grand Lady,Malta,281794,315,57.04000092,30.79999924,21.03300095,9.76699829,7.407359805,5.522440304,10.22727298,1.851948128,2.711928795,14.97646488,0.682889658,0.133251977
Kriton,Bahamas,44999,168.0299988,30.40999985,19.30999947,12.10599995,7.20399952,7.4588,5.525485026,8.701709136,1.574831729,2.51197753,13.87989423,0.626929067,0.183713489
Shun Yuan 108,China,2404,89.59999847,14.60000038,6.599999905,5,1.599999905,7.2016,6.136986037,13.57575754,2.212121302,2.920000076,17.91999969,0.757575768,0.242907258
Gas Aries,Liberia,50357,219,36.63000107,20.39999962,10.83600044,9.56399918,8.590480391,5.978705804,10.73529432,1.795588321,3.380398633,20.21040892,0.531176502,0.185336471
Hebei River,Singapore,284497,310,56.04999924,31.39999962,21.62199974,9.77799988,7.2016,5.530776168,9.872611584,1.785031845,2.592267131,14.33724927,0.688598726,0.13059112
Front Lady,Singapore,284487,310,56.04999924,31.39999962,21.62199974,9.77799988,7.2016,5.530776168,9.872611584,1.785031845,2.592267131,14.33724927,0.688598726,0.13059112
Stolt Markland,Liberia,29999,167.1999969,29.5,13.25,9.815999985,3.434000015,7.9732,5.667796505,12.61886769,2.226415094,3.005297478,17.03341454,0.740830188,0.196870218
Sunrise V,Liberia,264164,310,58.04499817,29.5,19.47599983,10.02400017,7.9732,5.34068412,10.50847458,1.967627057,2.980334703,15.91702622,0.660203384,0.144583025
Platres,Liberia,96121,232,42,20.39999962,13.6239996,6.77600002,7.2016,5.523809524,11.37254923,2.058823568,3.082795158,17.02877325,0.66784313,0.150956042
Giovanna,Liberia,96117,229.3999939,42.0379982,20.39999962,13.6239996,6.77600002,7.2016,5.456967594,11.24509795,2.060686225,3.085584222,16.83793311,0.66784313,0.151809095
Milkyway,Liberia,96934,222.0599976,42.0320015,20.29999924,14.02799988,6.27199936,7.2016,5.283117379,10.93891655,2.070542023,2.996293261,15.829769,0.691034503,0.154297655
Sea Lion,Marshall Islands,97002,235,42,19.5,13.41899967,6.08100033,7.613120098,5.595238095,12.05128205,2.153846154,3.129890531,17.51248273,0.688153829,0.158560222
Salamina,Greece,45425,174,32.22999954,19,12,7,7.2016,5.398696943,9.157894737,1.696315765,2.685833295,14.5,0.631578947,0.174309023
Kastelorizo,Greece,45425,174,32.22999954,19,12.01599979,6.98400021,7.2016,5.398696943,9.157894737,1.696315765,2.682256999,14.48069266,0.632421042,0.174309023
Triwati,Singapore,147253,265,43.24000168,23.79999924,16.35000038,7.44999886,7.047279902,6.128584406,11.13445414,1.816806851,2.644648359,16.20795069,0.686974828,0.138217833
Ellen Knutsen,Norway,17071,134.8600006,23.03300095,11.80000019,9.013999939,2.786000251,6.9444,5.855077282,11.42881343,1.951949202,2.555247516,14.96117168,0.763898288,0.190923174
Sunway,Panama,48980,219,36.63000107,20.39999962,10.83600044,9.56399918,8.590480391,5.978705804,10.73529432,1.795588321,3.380398633,20.21040892,0.531176502,0.185336471
Berge Commander,Norway,56875,212.1300049,36,19.02000046,12.42099953,6.59900093,8.641919609,5.892500136,11.15299683,1.892744434,2.898317475,17.07833612,0.653049381,0.189441301
Berge Captain,Norway,56945,212.9700012,36.27999878,19.02000046,12.42099953,6.59900093,8.590480391,5.870176636,11.19716068,1.907465715,2.920859846,17.14596323,0.653049381,0.187941951
Norgas Patricia,Singapore,9490,121.9899979,17.85000038,11.89999962,8.600000381,3.299999239,8.384719609,6.834173406,10.25126066,1.50000008,2.075581348,14.18488285,0.722689131,0.242377292
Great Swan,Denmark,24740,160,24.78000069,13.5,10.32999992,3.17000008,6.6872,6.456819836,11.85185185,1.835555607,2.39883842,15.4888675,0.765185179,0.168791206
Olympic Serenity,Greece,96733,222.128006,42.0320015,20.29999924,14.22700024,6.072999,7.150159805,5.284735394,10.94226672,2.070542023,2.954382568,15.61313012,0.700837476,0.153172071
Fair Spirit,Liberia,95562,222.0599976,42.31999969,20.70000076,13.97500038,6.72500038,7.4588,5.247164443,10.72753572,2.044444354,3.028264654,15.88980262,0.675120767,0.159808286
Shen Non II,Taiwan,152856,261,51,24,16.01600075,7.98399925,7.613120098,5.117647059,10.875,2.125,3.184315535,16.29620303,0.667333365,0.15045545
Spotless,Liberia,47083,174,32.22600174,18,12.20499992,5.79500008,7.4588,5.399366679,9.666666667,1.79033343,2.640393441,14.25645237,0.678055551,0.180534345
